id,uniqueid,name,image,category_id
117,6.92796E+12,Аквамарин Табигый май кошулган скумбрия 425гр / Скумбрия Аквамарин Натуральная с доб.масла с/кл 425г,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F6927964580598.png?alt=media&token=dad27217-2f02-4cbe-8ace-81c01f235373,2
118,4.61E+12,Шпроты в масле из балтийской кильки 160гр,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4610000620496.png?alt=media&token=61f71490-936f-4811-8e86-b4b3eb54b362,2
119,4.00864E+12,Горошек LORADO зеленый ж/б 425г,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4008638280067.png?alt=media&token=637f392a-b418-42b7-8497-0d8b6cc56c2a,2
120,4.00783E+12,Хамса жана килькадан шпрот паштети 160гр / Паштет шпротный из кильки и хамсы 160г.,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4007832157786.jpg?alt=media&token=4aa6143b-01c2-463f-a907-f55d1b36527e,2
121,4.70004E+12,"Молоко Умут 3,2% 1л",https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700040111846.jpg?alt=media&token=59c162d0-9223-4c9a-b560-612dd6bb65ed,1
122,2715249,Сыр (Скляров) Сметанковый украина 50% вес,,1
123,4.60425E+12,Майонез Махеевь с перепел.яйцах 40% (ведро) 820гр,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4604248003326.jpg?alt=media&token=d34d581c-5fb9-432f-ae93-e01d5521361e,1
124,4.7E+12,"Молоко Белая Река 3,2% 1л",https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700002060236.jpg?alt=media&token=3944ee59-c57e-49bb-a4db-0c3ca141696e,1
125,2739780,Сыр Кав-Кев Голландский/Сливочный/Альпийский вес,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2739780.jpg?alt=media&token=da25b3e5-d917-4776-bc71-cc59ecbe290a,1
126,4.87004E+12,Майонез 3 Желания Провансаль (ведро) 860гр,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4870035007956.jpg?alt=media&token=1d5018b9-67f8-4739-b10d-62ac102922d4,1
127,4.70004E+12,Биокефир Умут Ванильный 1л.,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700040114052.jpg?alt=media&token=1ddec944-1418-4847-85e0-3627ea48aa6a,1
128,4.70004E+12,"Кефир Умут 2,5% 1л",https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700040111907.jpg?alt=media&token=23c9e261-a5ef-4a8d-b8f2-450d4228cccb,1
129,4.87004E+12,Майонез 3 Желания Завтрак на траве (ведро) 800г.,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4870035007895.png?alt=media&token=bbb36de3-94a4-4d45-acc8-236bbf93809e,1
130,4.7E+12,Творог Белая река с изюмом 500гр,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700002061059.jpg?alt=media&token=adf1e828-25fa-4c48-a328-0a3f955609c8,1
131,2796828,Сыр Талас Даамы Фитнес 0%,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2796828.jpg?alt=media&token=515b4ec8-5872-4f42-8a74-1c014c148dd1,1
132,4.7E+12,Майонез Моя Мечта 180 гр мм180,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700000710027.jpg?alt=media&token=fc6ed211-646d-48d4-8f1d-65b116f5722d,1
133,2724692,Сулугуни Чабрец сыр вес,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2724692.png?alt=media&token=2dbfe118-749e-412e-ba27-c9980544ae26,1
134,4.70004E+12,Сметана Умут 20% 500мл,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700040111914.jpg?alt=media&token=b9b6013a-c5dd-44f3-a87d-bb59c1fa7f41,1
135,2725719,Сыр Ак Жалга (Голландский) в/у кг,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2725719.jpg?alt=media&token=fa13ca33-ab02-46b9-a3eb-891f05683365,1
136,2793659,Сыр Талас Даамы Голландский 35% вес,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2793659.jpg?alt=media&token=17e3837a-7090-46fe-b6b5-b7d9074a843e,1
137,2730033,Сыр Кав-Кев Голландский/Сливочный дешевый вес,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2730033.jpg?alt=media&token=9660710c-650d-4930-aa7d-2d9b4976ef27,1
138,4.70004E+12,Сыр плавленный Ак Сут сливочный 90г.,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700040111679.jpg?alt=media&token=f26d80f9-49bf-4be5-bbe2-d88658ba78a8,1
139,2793486,Сыр (Скляров) Сливочный вес,,1
140,4.87004E+12,Майонез 3 Желания Парижанка 3 желания (ведро) 860г.,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4870035007857.jpg?alt=media&token=c0f14445-dc14-4f9e-b35d-51143fa6897b,1
141,2707194,Сыр (Чабрец) Кавказский/ Питерский вес,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2707194.jpg?alt=media&token=008c9513-61d9-4e19-a297-025c5dde3395,1
142,4.7E+12,Майонез Моя мечта 1000г.,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700000710430.jpg?alt=media&token=9ce75c33-3933-40d8-928c-e93495c38cda,1
143,4.7E+12,Каймак Элсут Наксут домашний 200гр,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700000286843.jpg?alt=media&token=2301f4d0-72b5-464b-98a0-b9a1ec9b2026,1
144,4.7E+12,Майонез Сэм 180г,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700000720422.jpg?alt=media&token=a7bcf42f-1186-4209-94b3-28fa47a2b209,1
145,4.60701E+12,"Пастеризованное молоко веселый молочник 2,5% 0,93л ПЭТ",https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607014825313.png?alt=media&token=80d50e15-9102-4a24-a997-075241f3316d,1
146,2710358,Сыр Голландский вес (Белая река),https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2710358.jpg?alt=media&token=23581939-e047-46d4-a0e3-61ccafd29925,1
147,4.60703E+12,Сливки стерил. ДвД 10% Combi Slim 470г ЦМК,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607025396956.jpg?alt=media&token=e3bbbe42-75b4-423b-b589-7101a4d9296f,1
148,2747713,Сыр Кав-Кев Чечел вес,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2747713.jpg?alt=media&token=30ac2c03-dfb1-4161-b312-e136ac13dee0,1
149,4.60701E+12,Сметана Веселый молочник 15% моностак. 330г,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607014824477.jpg?alt=media&token=4d091595-6f12-4b4b-be23-00c9241ccf96,1
150,4.7E+12,Майонез Моя мечта провансаль сырный 600гр,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700000710072.png?alt=media&token=5cc49211-e02b-46b2-8df4-b86148d3e9aa,1
151,4.7E+12,Майонез Моя мечта 400г.,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700000710164.png?alt=media&token=330c4923-9a7c-4d64-95e8-34c78f3c1180,1
152,4.60701E+12,"Молоко Веселый Молочник 3,2% 0,93л бутылка",https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607014825252.jpg?alt=media&token=329c7945-f42a-45dd-8878-cd9f458193ff,1
153,2790088,Сыр Талас Даамы 50%,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2790088.jpg?alt=media&token=4dfc56e4-459b-444f-a407-17f868650f5e,1
154,4.7E+12,Творожный сырок Белая Река с ванилью 200гр,,1
155,4.60425E+12,Майонез Махеевь с перепел.яйцах 67% 380гр,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4604248003081.jpg?alt=media&token=1f4eecbb-3467-46a3-a16a-5213922327a8,1
156,4.7E+12,"Молоко Белая река 2,5% п/п 1л",https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700002060311.jpg?alt=media&token=d932186f-7671-4ae7-b796-d319eab3154e,1
157,2792811,Сыр Кав-Кев Ландберг/сливочный ландберг вес,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2790811.jpg?alt=media&token=42cd48b5-9b26-4381-9c92-1a9f068384b2,1
158,4.6071E+12,Сливки стерил. ДвД 20% Combi Slim 470г ЦМК,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607096004477.jpg?alt=media&token=46a96f7d-2627-40e7-af06-2455afcffaa5,1
159,4.7E+12,Сметана Чабрец 20% 350 гр,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700003910653.jpg?alt=media&token=e97aa3c5-3b30-4e22-a96b-a12fa228b8c9,1
160,4.7E+12,Творог с шоколадом Белая Река 200гр,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700002061141.png?alt=media&token=fc708a38-85e4-4079-bc72-3b065409a3ee,1
161,2741012,Сыр (Скляров) Король Гурман вес,,1
162,4.7E+12,"Кефир БИО Белая Река со вкусом ванили 2,5% 1л",https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700002060410.jpg?alt=media&token=ffcc595b-2024-4dbd-b889-dd8925ef18fc,1
163,4.7E+12,Майонез Моя мечта Провансаль Сырная (ведро) 800гр,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700000710478.jpg?alt=media&token=8b07cb07-dfb2-4454-9d3d-a5151e665d0d,1
164,2714702,Сыр Сулугуни Риха в/у 1кг,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2714702.jpg?alt=media&token=0e637277-c3b8-48c6-a676-e53e89a939a5,1
165,2.05846E+12,"Айран Домашний 3,8% (Байэл) 900гр",https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2058455625208.png?alt=media&token=29a81fd2-60a8-467f-9599-fc77c6308f48,1
166,4.607E+12,Сыр Fetaxa 200г,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607004890819.jpg?alt=media&token=ec08c942-1c83-4575-834b-2528be9edbe4,1
167,4.7E+12,Майонез Моя мечта Легкий (ведро) 800г,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700000710454.jpg?alt=media&token=96e91530-be42-420f-a89b-5706ff69b2b0,1
168,4.60425E+12,"Майонез Махеевь Провансаль 55,5% 400мл",https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4604248000349.png?alt=media&token=10b3adb0-7fc2-4312-b1f3-defe0e2f7b03,1
169,4.7E+12,"Кефир Белая Река 2,5% п/п 1л",https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700002060229.jpg?alt=media&token=34f9f840-f666-4512-8a2c-48c0561d1d2b,1
170,4.7E+12,Творожный сырок Белая Река с изюмом 200гр,,1
171,4.7E+12,Творог Белая река 5% 500гр,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700002060144.png?alt=media&token=6c242370-f9e2-4984-a226-c20ebd170052,1
172,4.7E+12,Сыр копченый Чечил Артезиан косички главмол 100г,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700000287321.jpg?alt=media&token=1df6ad24-17ed-4eaf-88a3-6863ad742f13,1
173,2707165,Сыр Талас-Даамы Голландский 45% ВЕС,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2707165.jpg?alt=media&token=42c4eafd-c3cf-430f-8682-df8bd5e41bc1,1
174,4.70004E+12,Кефир Умут 1% 1л,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700040111891.png?alt=media&token=c091f29e-efee-41b8-b0af-97ccbfabdf35,1
175,4.7E+12,Творог Белая река с черносливом 200гр,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700002061097.png?alt=media&token=4a140485-8c50-4d11-a0c7-a74e6a07f83e,1
176,4.60701E+12,Коктейль молочный Чудо Шоколад 3.0% TBA Base 0.2л БС,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607014822909.jpg?alt=media&token=323209ce-6597-4c1a-be1a-8d5c855deec9,1
177,4.7E+12,Сыр плавленый Ак Сут 250г,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700000140107.jpg?alt=media&token=13fac1b8-db65-411a-80bd-2652ab546951,1
178,4.7E+12,"Творог Белая река с шоколадом, 500г",https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700002061158.png?alt=media&token=2277c119-7025-447c-88bf-ecd6901bc99d,1
179,4.60704E+12,Сырок Чудо глаз.Шоколад 25.6% 40г БМ,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607041420307.jpg?alt=media&token=0654ae27-50da-485c-92e0-3123ef070d38,1
180,2.08637E+12,Каймак Бай Эл Домашний 45% 200гр,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2086366556441.png?alt=media&token=fb96ac4a-d14f-477b-b948-db457e7348bd,1
181,2747043,Сыр Кав-Кев Чуйский вес,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2747043.jpg?alt=media&token=3bc9e213-5f82-405e-b1e2-9625dd3dca27,1
182,4.70001E+12,Айран Турецкий 1л.,,1
183,4.7E+12,Майонез Сэм 400г,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700000720330.jpg?alt=media&token=ae1eb338-f150-40f5-a831-651c43dd99a6,1
184,2731434,Сыр Колбасный Риха МЗ 1кг,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2731434.jpg?alt=media&token=212b3a33-db95-4c22-83f7-8bc81fc98c96,1
185,2.0624E+12,Курут накта шт,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2062404655512.jpg?alt=media&token=c581ddc6-d0d7-4901-92cb-f2a5fccda1a2,1
186,4.60704E+12,Сырок Чудо глаз.Ваниль 25.6% 40г БМ,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607041420284.jpg?alt=media&token=1aa4a6c5-d3cf-4919-9b7c-a4847c0d9287,1
187,4.87004E+12,Майонез 3 Желания Провансаль 67% (д/п) 380г,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4870035007451.jpg?alt=media&token=8bfc65f7-7867-47fa-b8c6-cc7472634a2a,1
188,4.69023E+12,Йогуртер Чудо Персик-Маракуйя 5.1% 115г ВБД,,1
189,4.60425E+12,Майонез Махеевь Оливковый 67% (саше) 420мл г,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4604248000844.png?alt=media&token=b2be4be3-e50e-4cd1-836d-14d02f5e274c,1
190,4.60158E+12,Майонез Мечта Хозяйки Провансаль 67% 860 мл (6),https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4601576003998.png?alt=media&token=499f7ff2-1c43-4deb-8b89-b1939e9b1492,1
191,2768251,Сыр Риха Канта 50% в/у вес,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2768251.jpg?alt=media&token=34938ea8-b935-4b1a-b1bc-ac72f22e4cd8,1
192,4.7E+12,Сметана Белая Река 20% 200гр,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700002060052.jpg?alt=media&token=48306650-136e-4627-aa92-efa17f4346f4,1
193,4.60158E+12,Майонез ЕЖК Домашний 46% 900мл,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4601576003660.jpg?alt=media&token=20786bab-460b-4f05-b7a2-470931681a7b,1
194,4.7E+12,Творог Белая река ванильный 500гр,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700002061110.png?alt=media&token=eb9b5b56-bf45-4f57-8f7e-7e39cac8e16b,1
195,2771135,Курут вес,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2771135.jpeg?alt=media&token=99414799-a8b1-4ef0-8186-66d0ccff7381,1
196,4.60563E+12,"Йогурт Campina Нежный персик 1,2% 100г",https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4605627000899.jpg?alt=media&token=f4745479-7eef-4ccc-b7f9-152b278ea5d0,1
197,4.60701E+12,Сметана Веселый молочник20% моностак. 380г.БС,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607014829823.jpg?alt=media&token=a8192019-8e07-4898-91b0-f5b9b20f51ad,1
198,4.60701E+12,Молочный коктейл Чудо Ягод мороженое 2% 200мл,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607014827577.jpg?alt=media&token=e44ce04e-e5c2-4b79-915f-bb95abf0bb28,1
199,2795150,Сыр Тойбосс Голландский 45% вес,,1
200,4.60085E+12,Майонез Оливьез Классический 35% 850 мл(в упак. 6шт ) с/б,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4600851010515.jpg?alt=media&token=016e1e7c-8431-4f0e-bc50-f4316b591710,1
201,4.69023E+12,Десерт Чудо тв. Черника 4.2% ванн 115г ВБД,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4690228006920.jpg?alt=media&token=4b1fdb62-0211-4077-9a23-36f06d345e9b,1
202,2716853,Сыр Кав-Кев Сулугуни вес,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F2716853.jpg?alt=media&token=f8b442c4-c2ba-4f16-a5c8-8ecf35f703b6,1
203,4.69023E+12,Йогуртер Чудо Клубника-Земляника 2.5%,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4690228008733.jpg?alt=media&token=6cf5a73d-4593-458d-950d-70f2ef714501,1
204,4.7E+12,Курут Шоро Классический (круглый) 30 гр. (в уп.10шт.),https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4700000160792.png?alt=media&token=d548702b-198c-4d58-a4b7-1537f4448dc9,1
205,4.60704E+12,Сырки Глазированные БМ Чудо Кокос 40г 28.7% Полипроп,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4607041420291.jpg?alt=media&token=7db13f0d-dc35-4ebc-9c4e-f3514726b88c,1
206,4.87004E+12,Майонез 3 Желания Провансаль 67% (д/п) 190г,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4870035006706.jpg?alt=media&token=164a7429-d223-4588-9c68-99d029946c71,1
207,4.60425E+12,Майонез Махеевь Провансаль 40% (жел) 820мл,https://firebasestorage.googleapis.com/v0/b/uigo-2ff4b.appspot.com/o/Sheker%20Products%2F4604248000554.png?alt=media&token=13f9914a-b469-4d2e-9448-bb9cb90d1450,1
